I_Code_Arrondissements	I_Region	I_Dep	I_Ar	I_Cheflieu	I_Tncc	I_Artmaj	I_Ncc	I_Armin	I_Nccent	ColResultInSnipet	Wiki_Url	Wiki_Name_Snipet	Wiki_name_arrondissement	Wiki_Coordinates_lat	Wiki_Coordinates_lon	W_Pays	W_Region	W_Departement	W_Chef-lieu	W_Code_arrondissement	W_Population	W_Densite	W_Superficie	W_Cantons	W_Communes	W_Name_ru	W_Name_uk	W_Name_en	W_Name_de	W_Name_pl	W_Name_es	W_Name_pt	W_Name_it	W_Name_nl	W_Name_da	W_Name_no	W_Name_sv	W_Name_cs	W_Name_ro	W_Name_bg	W_Name_hu	W_Name_sk	W_Name_sl	W_Name_sh	W_Name_hr	W_Url_ru	W_Url_uk	W_Url_en	W_Url_de	W_Url_pl	W_Url_es	W_Url_pt	W_Url_it	W_Url_nl	W_Url_da	W_Url_no	W_Url_sv	W_Url_cs	W_Url_ro	W_Url_bg	W_Url_hu	W_Url_sk	W_Url_sl	W_Url_sh	W_Url_hr
12 1	76	12	1	12145	0		MILLAU		Millau	20	/wiki/Arrondissement_de_Millau	Arrondissement de Millau	Arrondissement de Millau	44.1	3.08333	France	Occitanie	Aveyron	Millau	None	70 995 hab. (2014)	20 hab./km2	3 467 km2	6	101	Мийо (округ)		Arrondissement of Millau	Arrondissement Millau	Okręg Millau	Distrito de Millau		Arrondissement di Millau	Arrondissement Millau				Arrondissement Millau	Arondismentul Millau			Millau (obvod)				https://ru.wikipedia.org/wiki/Мийо_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Millau	https://de.wikipedia.org/wiki/Arrondissement_Millau	https://pl.wikipedia.org/wiki/Okręg_Millau	https://es.wikipedia.org/wiki/Distrito_de_Millau		https://it.wikipedia.org/wiki/Arrondissement_di_Millau	https://nl.wikipedia.org/wiki/Arrondissement_Millau				https://cs.wikipedia.org/wiki/Arrondissement_Millau	https://ro.wikipedia.org/wiki/Arondismentul_Millau			https://sk.wikipedia.org/wiki/Millau_(obvod)			
55 2	44	55	2	55122	0		COMMERCY		Commercy	1	/wiki/Arrondissement_de_Commercy	Arrondissement de Commercy	Arrondissement de Commercy	48.76666667	5.58333333	France	Grand Est	Meuse	Commercy	55 2	44 798 hab. (2011)	23 hab./km2	1 932 km2	7	136	Коммерси (округ)		Arrondissement of Commercy	Arrondissement Commercy	Okręg Commercy	Distrito de Commercy		Arrondissement di Commercy	Arrondissement Commercy				Arrondissement Commercy	Arondismentul Commercy			Commercy (obvod)				https://ru.wikipedia.org/wiki/Коммерси_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Commercy	https://de.wikipedia.org/wiki/Arrondissement_Commercy	https://pl.wikipedia.org/wiki/Okręg_Commercy	https://es.wikipedia.org/wiki/Distrito_de_Commercy		https://it.wikipedia.org/wiki/Arrondissement_di_Commercy	https://nl.wikipedia.org/wiki/Arrondissement_Commercy				https://cs.wikipedia.org/wiki/Arrondissement_Commercy	https://ro.wikipedia.org/wiki/Arondismentul_Commercy			https://sk.wikipedia.org/wiki/Commercy_(obvod)			
55 3	44	55	3	55545	0		VERDUN		Verdun	1	/wiki/Arrondissement_de_Verdun	Arrondissement de Verdun	Arrondissement de Verdun	49.15	5.38333333	France	Grand Est	Meuse	Verdun	55 3	87 208 hab. (2011)	31 hab./km2	2 829 km2	15	255	Верден (округ)	Верден (округ)	Arrondissement of Verdun	Arrondissement Verdun	Okręg Verdun	Distrito de Verdún		Arrondissement di Verdun	Arrondissement Verdun				Arrondissement Verdun	Arondismentul Verdun			Verdun (obvod)				https://ru.wikipedia.org/wiki/Верден_(округ)	https://uk.wikipedia.org/wiki/Верден_(округ)	https://en.wikipedia.org/wiki/Arrondissement_of_Verdun	https://de.wikipedia.org/wiki/Arrondissement_Verdun	https://pl.wikipedia.org/wiki/Okręg_Verdun	https://es.wikipedia.org/wiki/Distrito_de_Verdún		https://it.wikipedia.org/wiki/Arrondissement_di_Verdun	https://nl.wikipedia.org/wiki/Arrondissement_Verdun				https://cs.wikipedia.org/wiki/Arrondissement_Verdun	https://ro.wikipedia.org/wiki/Arondismentul_Verdun			https://sk.wikipedia.org/wiki/Verdun_(obvod)			
55 1	44	55	1	55029	0		BAR-LE-DUC		Bar-le-Duc	1	/wiki/Arrondissement_de_Bar-le-Duc	Arrondissement de Bar-le-Duc	Arrondissement de Bar-le-Duc	48.76666667	5.16666667	France	Grand Est	Meuse	Bar-le-Duc	55 1	61 551 hab. (2011)	42 hab./km2	1 451 km2	9	109	Бар-ле-Дюк (округ)		Arrondissement of Bar-le-Duc	Arrondissement Bar-le-Duc	Okręg Bar-le-Duc	Distrito de Bar-le-Duc		Arrondissement di Bar-le-Duc	Arrondissement Bar-le-Duc				Arrondissement Bar-le-Duc	Arondismentul Bar-le-Duc			Bar-le-Duc (obvod)				https://ru.wikipedia.org/wiki/Бар-ле-Дюк_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Bar-le-Duc	https://de.wikipedia.org/wiki/Arrondissement_Bar-le-Duc	https://pl.wikipedia.org/wiki/Okręg_Bar-le-Duc	https://es.wikipedia.org/wiki/Distrito_de_Bar-le-Duc		https://it.wikipedia.org/wiki/Arrondissement_di_Bar-le-Duc	https://nl.wikipedia.org/wiki/Arrondissement_Bar-le-Duc				https://cs.wikipedia.org/wiki/Arrondissement_Bar-le-Duc	https://ro.wikipedia.org/wiki/Arondismentul_Bar-le-Duc			https://sk.wikipedia.org/wiki/Bar-le-Duc_(obvod)			
60 4	32	60	4	60612	0		SENLIS		Senlis	20	/wiki/Arrondissement_de_Senlis	Arrondissement de Senlis	Arrondissement de Senlis	49.2	2.58333	France	Hauts-de-France	Oise	Senlis	None	277 038 hab. (2012)	206 hab./km2	1 344 km2	10	133	Санлис (округ)		Arrondissement of Senlis	Arrondissement Senlis	Okręg Senlis	Distrito de Senlis		Arrondissement di Senlis	Arrondissement Senlis				Arrondissement Senlis	Arondismentul Senlis			Senlis (obvod)				https://ru.wikipedia.org/wiki/Санлис_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Senlis	https://de.wikipedia.org/wiki/Arrondissement_Senlis	https://pl.wikipedia.org/wiki/Okręg_Senlis	https://es.wikipedia.org/wiki/Distrito_de_Senlis		https://it.wikipedia.org/wiki/Arrondissement_di_Senlis	https://nl.wikipedia.org/wiki/Arrondissement_Senlis				https://cs.wikipedia.org/wiki/Arrondissement_Senlis	https://ro.wikipedia.org/wiki/Arondismentul_Senlis			https://sk.wikipedia.org/wiki/Senlis_(obvod)			
60 2	32	60	2	60157	0		CLERMONT		Clermont	20	/wiki/Arrondissement_de_Clermont-Ferrand	Arrondissement de Clermont-Ferrand	Arrondissement de Clermont-Ferrand	45.76666667	3.08333333	France	Auvergne-Rhône-Alpes	Puy-de-Dôme	Clermont-Ferrand	63 2	375 518 hab. (2014)	209 hab./km2	1 796 km2	25 (avant redécoupage)	119 (2016)75 (2017)	Клермон-Ферран (округ)		Arrondissement of Clermont-Ferrand	Arrondissement Clermont-Ferrand	Okręg Clermont-Ferrand	Distrito de Clermont-Ferrand		Arrondissement di Clermont-Ferrand	Arrondissement Clermont-Ferrand				Arrondissement Clermont-Ferrand	Arondismentul Clermont-Ferrand			Clermont-Ferrand (obvod)				https://ru.wikipedia.org/wiki/Клермон-Ферран_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Clermont-Ferrand	https://de.wikipedia.org/wiki/Arrondissement_Clermont-Ferrand	https://pl.wikipedia.org/wiki/Okręg_Clermont-Ferrand	https://es.wikipedia.org/wiki/Distrito_de_Clermont-Ferrand		https://it.wikipedia.org/wiki/Arrondissement_di_Clermont-Ferrand	https://nl.wikipedia.org/wiki/Arrondissement_Clermont-Ferrand				https://cs.wikipedia.org/wiki/Arrondissement_Clermont-Ferrand	https://ro.wikipedia.org/wiki/Arondismentul_Clermont-Ferrand			https://sk.wikipedia.org/wiki/Clermont-Ferrand_(obvod)			
60 3	32	60	3	60159	0		COMPIEGNE		Compiègne	20	/wiki/Arrondissement_de_Compiègne	Arrondissement de Compiègne	Arrondissement de Compiègne	49.41666667	2.81666667	France	Hauts-de-France	Oise	Compiègne	None	247 553 hab. (2012)	194 hab./km2	1 275 km2	10	156	Компьень (округ)		Arrondissement of Compiègne	Arrondissement Compiègne	Okręg Compiègne	Distrito de Compiègne		Arrondissement di Compiègne	Arrondissement Compiègne				Arrondissement Compiègne	Arondismentul Compiègne			Compiègne (obvod)				https://ru.wikipedia.org/wiki/Компьень_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Compiègne	https://de.wikipedia.org/wiki/Arrondissement_Compiègne	https://pl.wikipedia.org/wiki/Okręg_Compiègne	https://es.wikipedia.org/wiki/Distrito_de_Compiègne		https://it.wikipedia.org/wiki/Arrondissement_di_Compiègne	https://nl.wikipedia.org/wiki/Arrondissement_Compiègne				https://cs.wikipedia.org/wiki/Arrondissement_Compiègne	https://ro.wikipedia.org/wiki/Arondismentul_Compiègne			https://sk.wikipedia.org/wiki/Compiègne_(obvod)			
60 1	32	60	1	60057	0		BEAUVAIS		Beauvais	20	/wiki/Arrondissement_de_Beauvais	Arrondissement de Beauvais	Arrondissement de Beauvais	49.43333333	2.06666667	France	Hauts-de-France	Oise	Beauvais	None	224 054 hab. (2012)	107 hab./km2	2 100 km2	14	258	Бове (округ)		Arrondissement of Beauvais	Arrondissement Beauvais	Okręg Beauvais	Distrito de Beauvais		Arrondissement di Beauvais	Arrondissement Beauvais				Arrondissement Beauvais	Arondismentul Beauvais			Beauvais (obvod)				https://ru.wikipedia.org/wiki/Бове_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Beauvais	https://de.wikipedia.org/wiki/Arrondissement_Beauvais	https://pl.wikipedia.org/wiki/Okręg_Beauvais	https://es.wikipedia.org/wiki/Distrito_de_Beauvais		https://it.wikipedia.org/wiki/Arrondissement_di_Beauvais	https://nl.wikipedia.org/wiki/Arrondissement_Beauvais				https://cs.wikipedia.org/wiki/Arrondissement_Beauvais	https://ro.wikipedia.org/wiki/Arondismentul_Beauvais			https://sk.wikipedia.org/wiki/Beauvais_(obvod)			
12 2	76	12	2	12202	0		RODEZ		Rodez	20	/wiki/Arrondissement_de_Rodez	Arrondissement de Rodez	Arrondissement de Rodez	44.3333	2.56667	France	Occitanie	Aveyron	Rodez	None	143 841 hab. (2014)	36 hab./km2	3 974,36 km2	15	139	Родез (округ)		Arrondissement of Rodez	Arrondissement Rodez	Okręg Rodez	Distrito de Rodez		Arrondissement di Rodez	Arrondissement Rodez				Arrondissement Rodez	Arondismentul Rodez			Rodez (obvod)				https://ru.wikipedia.org/wiki/Родез_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Rodez	https://de.wikipedia.org/wiki/Arrondissement_Rodez	https://pl.wikipedia.org/wiki/Okręg_Rodez	https://es.wikipedia.org/wiki/Distrito_de_Rodez		https://it.wikipedia.org/wiki/Arrondissement_di_Rodez	https://nl.wikipedia.org/wiki/Arrondissement_Rodez				https://cs.wikipedia.org/wiki/Arrondissement_Rodez	https://ro.wikipedia.org/wiki/Arondismentul_Rodez			https://sk.wikipedia.org/wiki/Rodez_(obvod)			
27 1	28	27	1	27016	4	(LES)	ANDELYS	(Les)	Andelys	1	/wiki/Arrondissement_des_Andelys	Arrondissement des Andelys	Arrondissement des Andelys	49.25	1.41667	France	Normandie	Eure	Les Andelys	27 1	179 850 hab. (2011)	114 hab./km2	1 572,54 km2	8	156	Лез-Андели (округ)		Arrondissement of Les Andelys	Arrondissement Les Andelys	Okręg Andelys	Distrito de Les Andelys		Arrondissement di Les Andelys	Arrondissement Les Andelys				Arrondissement Les Andelys	Arondismentul Les Andelys			Les Andelys (obvod)				https://ru.wikipedia.org/wiki/Лез-Андели_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Les_Andelys	https://de.wikipedia.org/wiki/Arrondissement_Les_Andelys	https://pl.wikipedia.org/wiki/Okręg_Andelys	https://es.wikipedia.org/wiki/Distrito_de_Les_Andelys		https://it.wikipedia.org/wiki/Arrondissement_di_Les_Andelys	https://nl.wikipedia.org/wiki/Arrondissement_Les_Andelys				https://cs.wikipedia.org/wiki/Arrondissement_Les_Andelys	https://ro.wikipedia.org/wiki/Arondismentul_Les_Andelys			https://sk.wikipedia.org/wiki/Les_Andelys_(obvod)			
27 3	28	27	3	27229	1		EVREUX		Évreux	20	/wiki/Arrondissement_d'Évreux	Arrondissement d'Évreux	Arrondissement d'Évreux	49.0167	1.15	France	Normandie	Eure	Évreux	None	244 768 hab. (2011)	107 hab./km2	2 289 km2	9	226	Эврё (округ)		Arrondissement of Évreux	Arrondissement Évreux	Okręg Évreux	Distrito de Évreux		Arrondissement di Évreux	Arrondissement Évreux				Arrondissement Évreux	Arondismentul Évreux			Évreux (obvod)				https://ru.wikipedia.org/wiki/Эврё_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Évreux	https://de.wikipedia.org/wiki/Arrondissement_Évreux	https://pl.wikipedia.org/wiki/Okręg_Évreux	https://es.wikipedia.org/wiki/Distrito_de_Évreux		https://it.wikipedia.org/wiki/Arrondissement_di_Évreux	https://nl.wikipedia.org/wiki/Arrondissement_Évreux				https://cs.wikipedia.org/wiki/Arrondissement_Évreux	https://ro.wikipedia.org/wiki/Arondismentul_Évreux			https://sk.wikipedia.org/wiki/Évreux_(obvod)			
27 2	28	27	2	27056	0		BERNAY		Bernay	20	/wiki/Arrondissement_de_Bernay	Arrondissement de Bernay	Arrondissement de Bernay	49.247778	0.376944	France	Normandie	Eure	Bernay	None	163 493 hab. (2011)	75 hab./km2	2 178 km2	6	238	Берне (округ)		Arrondissement of Bernay	Arrondissement Bernay	Okręg Bernay	Distrito de Bernay		Arrondissement di Bernay	Arrondissement Bernay				Arrondissement Bernay	Arondismentul Bernay			Bernay (obvod)				https://ru.wikipedia.org/wiki/Берне_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Bernay	https://de.wikipedia.org/wiki/Arrondissement_Bernay	https://pl.wikipedia.org/wiki/Okręg_Bernay	https://es.wikipedia.org/wiki/Distrito_de_Bernay		https://it.wikipedia.org/wiki/Arrondissement_di_Bernay	https://nl.wikipedia.org/wiki/Arrondissement_Bernay				https://cs.wikipedia.org/wiki/Arrondissement_Bernay	https://ro.wikipedia.org/wiki/Arondismentul_Bernay			https://sk.wikipedia.org/wiki/Bernay_(obvod)			
41 1	24	41	1	41018	0		BLOIS		Blois	1	/wiki/Arrondissement_de_Blois	Arrondissement de Blois	Arrondissement de Blois	47.5833	1.33333	France	Centre-Val de Loire	Loir-et-Cher	Blois	41 1	170 961 hab. (2011)	76 hab./km2	2 239 km2	13	121	Блуа (округ)		Arrondissement of Blois	Arrondissement Blois	Okręg Blois	Distrito de Blois		Arrondissement di Blois	Arrondissement Blois				Arrondissement Blois	Arondismentul Blois			Blois (obvod)				https://ru.wikipedia.org/wiki/Блуа_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Blois	https://de.wikipedia.org/wiki/Arrondissement_Blois	https://pl.wikipedia.org/wiki/Okręg_Blois	https://es.wikipedia.org/wiki/Distrito_de_Blois		https://it.wikipedia.org/wiki/Arrondissement_di_Blois	https://nl.wikipedia.org/wiki/Arrondissement_Blois				https://cs.wikipedia.org/wiki/Arrondissement_Blois	https://ro.wikipedia.org/wiki/Arondismentul_Blois			https://sk.wikipedia.org/wiki/Blois_(obvod)			
88 1	44	88	1	88160	1		EPINAL		Épinal	1	/wiki/Arrondissement_d'Épinal	Arrondissement d'Épinal	Arrondissement d'Épinal	48.16666667	6.45	France	Grand Est	Vosges	Épinal	88 1	216 865 hab. (2013)	70 hab./km2	3 098 km2	13	219	Эпиналь (округ)		Arrondissement of Épinal	Arrondissement Épinal	Okręg Épinal	Distrito de Épinal		Arrondissement di Épinal	Arrondissement Épinal				Arrondissement Épinal	Arondismentul Épinal			Épinal (obvod)				https://ru.wikipedia.org/wiki/Эпиналь_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Épinal	https://de.wikipedia.org/wiki/Arrondissement_Épinal	https://pl.wikipedia.org/wiki/Okręg_Épinal	https://es.wikipedia.org/wiki/Distrito_de_Épinal		https://it.wikipedia.org/wiki/Arrondissement_di_Épinal	https://nl.wikipedia.org/wiki/Arrondissement_Épinal				https://cs.wikipedia.org/wiki/Arrondissement_Épinal	https://ro.wikipedia.org/wiki/Arondismentul_Épinal			https://sk.wikipedia.org/wiki/Épinal_(obvod)			
88 2	44	88	2	88321	0		NEUFCHATEAU		Neufchâteau	1	/wiki/Arrondissement_de_Neufchâteau	Arrondissement de Neufchâteau	Arrondissement de Neufchâteau	48.35	5.68333333	France	Grand Est	Vosges	Neufchâteau	88 2	65 760 hab. (2013)	41 hab./km2	1 611 km2	9	206	Нёшато (округ)		Arrondissement of Neufchâteau, Vosges	Arrondissement Neufchâteau (Frankreich)	Okręg Neufchâteau	Distrito de Neufchâteau		Arrondissement di Neufchâteau	Arrondissement Neufchâteau (Frankrijk)				Arrondissement Neufchâteau (Francie)	Arondismentul Neufchâteau, Vosges			Neufchâteau (obvod)				https://ru.wikipedia.org/wiki/Нёшато_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Neufchâteau,_Vosges	https://de.wikipedia.org/wiki/Arrondissement_Neufchâteau_(Frankreich)	https://pl.wikipedia.org/wiki/Okręg_Neufchâteau	https://es.wikipedia.org/wiki/Distrito_de_Neufchâteau		https://it.wikipedia.org/wiki/Arrondissement_di_Neufchâteau	https://nl.wikipedia.org/wiki/Arrondissement_Neufchâteau_(Frankrijk)				https://cs.wikipedia.org/wiki/Arrondissement_Neufchâteau_(Francie)	https://ro.wikipedia.org/wiki/Arondismentul_Neufchâteau,_Vosges			https://sk.wikipedia.org/wiki/Neufchâteau_(obvod)			
88 3	44	88	3	88413	0		SAINT-DIE-DES-VOSGES		Saint-Dié-des-Vosges	1	/wiki/Arrondissement_de_Saint-Dié-des-Vosges	Arrondissement de Saint-Dié-des-Vosges	Arrondissement de Saint-Dié-des-Vosges	48.2833	6.95	France	Grand Est	Vosges	Saint-Dié-des-Vosges	88 3	92 701 hab. (2013)	80 hab./km2	1 166 km2	None	90	Сен-Дье-де-Вож (округ)		Arrondissement of Saint-Dié-des-Vosges	Arrondissement Saint-Dié-des-Vosges	Okręg Saint-Dié-des-Vosges	Distrito de Saint-Dié-des-Vosges		Arrondissement di Saint-Dié-des-Vosges	Arrondissement Saint-Dié-des-Vosges				Arrondissement Saint-Dié-des-Vosges	Arondismentul Saint-Dié-des-Vosges			Saint-Dié-des-Vosges (obvod)				https://ru.wikipedia.org/wiki/Сен-Дье-де-Вож_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Saint-Dié-des-Vosges	https://de.wikipedia.org/wiki/Arrondissement_Saint-Dié-des-Vosges	https://pl.wikipedia.org/wiki/Okręg_Saint-Dié-des-Vosges	https://es.wikipedia.org/wiki/Distrito_de_Saint-Dié-des-Vosges		https://it.wikipedia.org/wiki/Arrondissement_di_Saint-Dié-des-Vosges	https://nl.wikipedia.org/wiki/Arrondissement_Saint-Dié-des-Vosges				https://cs.wikipedia.org/wiki/Arrondissement_Saint-Dié-des-Vosges	https://ro.wikipedia.org/wiki/Arondismentul_Saint-Dié-des-Vosges			https://sk.wikipedia.org/wiki/Saint-Dié-des-Vosges_(obvod)			
14 3	28	14	3	14366	0		LISIEUX		Lisieux	20	/wiki/Arrondissement_de_Lisieux	Arrondissement de Lisieux	Arrondissement de Lisieux	49.14472222	0.22527778	France	Normandie	Calvados	Lisieux	None	163 457 hab. (2014)	93 hab./km2	1 756 km2	None	162	Лизьё (округ)		Arrondissement of Lisieux	Arrondissement Lisieux	Okręg Lisieux	Distrito de Lisieux		Arrondissement di Lisieux	Arrondissement Lisieux				Arrondissement Lisieux	Arondismentul Lisieux			Lisieux (obvod)				https://ru.wikipedia.org/wiki/Лизьё_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Lisieux	https://de.wikipedia.org/wiki/Arrondissement_Lisieux	https://pl.wikipedia.org/wiki/Okręg_Lisieux	https://es.wikipedia.org/wiki/Distrito_de_Lisieux		https://it.wikipedia.org/wiki/Arrondissement_di_Lisieux	https://nl.wikipedia.org/wiki/Arrondissement_Lisieux				https://cs.wikipedia.org/wiki/Arrondissement_Lisieux	https://ro.wikipedia.org/wiki/Arondismentul_Lisieux			https://sk.wikipedia.org/wiki/Lisieux_(obvod)			
14 2	28	14	2	14118	0		CAEN		Caen	20	/wiki/Arrondissement_de_Caen	Arrondissement de Caen	Arrondissement de Caen	49.18472222	-0.36527778	France	Normandie	Calvados	Caen	None	380 088 hab. (2014)	238 hab./km2	1 596 km2	None	208	Кан (округ)		Arrondissement of Caen	Arrondissement Caen	Okręg Caen	Distrito de Caen		Arrondissement di Caen	Arrondissement Caen				Arrondissement Caen	Arondismentul Caen			Caen (obvod)				https://ru.wikipedia.org/wiki/Кан_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Caen	https://de.wikipedia.org/wiki/Arrondissement_Caen	https://pl.wikipedia.org/wiki/Okręg_Caen	https://es.wikipedia.org/wiki/Distrito_de_Caen		https://it.wikipedia.org/wiki/Arrondissement_di_Caen	https://nl.wikipedia.org/wiki/Arrondissement_Caen				https://cs.wikipedia.org/wiki/Arrondissement_Caen	https://ro.wikipedia.org/wiki/Arondismentul_Caen			https://sk.wikipedia.org/wiki/Caen_(obvod)			
14 1	28	14	1	14047	0		BAYEUX		Bayeux	20	/wiki/Arrondissement_de_Bayeux	Arrondissement de Bayeux	Arrondissement de Bayeux	49.27666667	-0.70694444	France	Normandie	Calvados	Bayeux	None	74 292 hab. (2014)	76 hab./km2	977 km2	None	123	Байё (округ)		Arrondissement of Bayeux	Arrondissement Bayeux	Okręg Bayeux	Distrito de Bayeux		Arrondissement di Bayeux	Arrondissement Bayeux				Arrondissement Bayeux	Arondismentul Bayeux			Bayeux (obvod)				https://ru.wikipedia.org/wiki/Байё_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Bayeux	https://de.wikipedia.org/wiki/Arrondissement_Bayeux	https://pl.wikipedia.org/wiki/Okręg_Bayeux	https://es.wikipedia.org/wiki/Distrito_de_Bayeux		https://it.wikipedia.org/wiki/Arrondissement_di_Bayeux	https://nl.wikipedia.org/wiki/Arrondissement_Bayeux				https://cs.wikipedia.org/wiki/Arrondissement_Bayeux	https://ro.wikipedia.org/wiki/Arondismentul_Bayeux			https://sk.wikipedia.org/wiki/Bayeux_(obvod)			
63 1	84	63	1	63003	1		AMBERT		Ambert	1	/wiki/Arrondissement_d'Ambert	Arrondissement d'Ambert	Arrondissement d'Ambert	45.55	3.75	France	Auvergne-Rhône-Alpes	Puy-de-Dôme	Ambert	63 1	26 653 hab.[1] (2014)	22 hab./km2	1 188 km2	8	55	Амбер (округ)		Arrondissement of Ambert	Arrondissement Ambert	Okręg Ambert	Distrito de Ambert		Arrondissement di Ambert	Arrondissement Ambert				Arrondissement Ambert	Arondismentul Ambert			Ambert (obvod)				https://ru.wikipedia.org/wiki/Амбер_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Ambert	https://de.wikipedia.org/wiki/Arrondissement_Ambert	https://pl.wikipedia.org/wiki/Okręg_Ambert	https://es.wikipedia.org/wiki/Distrito_de_Ambert		https://it.wikipedia.org/wiki/Arrondissement_di_Ambert	https://nl.wikipedia.org/wiki/Arrondissement_Ambert				https://cs.wikipedia.org/wiki/Arrondissement_Ambert	https://ro.wikipedia.org/wiki/Arondismentul_Ambert			https://sk.wikipedia.org/wiki/Ambert_(obvod)			
41 3	24	41	3	41194	0		ROMORANTIN-LANTHENAY		Romorantin-Lanthenay	1	/wiki/Arrondissement_de_Romorantin-Lanthenay	Arrondissement de Romorantin-Lanthenay	Arrondissement de Romorantin-Lanthenay	47.35	1.73333333	France	Centre-Val de Loire	Loir-et-Cher	Romorantin-Lanthenay	41 3	89 652 hab. (2011)	38 hab./km2	2 385 km2	8	63	Роморантен-Лантене (округ)		Arrondissement of Romorantin-Lanthenay	Arrondissement Romorantin-Lanthenay	Okręg Romorantin-Lanthenay	Distrito de Romorantin-Lanthenay		Arrondissement di Romorantin-Lanthenay	Arrondissement Romorantin-Lanthenay				Arrondissement Romorantin-Lanthenay	Arondismentul Romorantin-Lanthenay			Romorantin-Lanthenay (obvod)				https://ru.wikipedia.org/wiki/Роморантен-Лантене_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Romorantin-Lanthenay	https://de.wikipedia.org/wiki/Arrondissement_Romorantin-Lanthenay	https://pl.wikipedia.org/wiki/Okręg_Romorantin-Lanthenay	https://es.wikipedia.org/wiki/Distrito_de_Romorantin-Lanthenay		https://it.wikipedia.org/wiki/Arrondissement_di_Romorantin-Lanthenay	https://nl.wikipedia.org/wiki/Arrondissement_Romorantin-Lanthenay				https://cs.wikipedia.org/wiki/Arrondissement_Romorantin-Lanthenay	https://ro.wikipedia.org/wiki/Arondismentul_Romorantin-Lanthenay			https://sk.wikipedia.org/wiki/Romorantin-Lanthenay_(obvod)			
63 3	84	63	3	63178	1		ISSOIRE		Issoire	1	/wiki/Arrondissement_d'Issoire	Arrondissement d'Issoire	Arrondissement d'Issoire	45.53333333	3.23333333	France	Auvergne-Rhône-Alpes	Puy-de-Dôme	Issoire	63 3	62 931 hab. (2014)	35 hab./km2	1 820 km2	9 (avant redécoupage)	135 (2017)	Иссуар (округ)		Arrondissement of Issoire	Arrondissement Issoire	Okręg Issoire	Distrito de Issoire		Arrondissement di Issoire	Arrondissement Issoire				Arrondissement Issoire	Arondismentul Issoire			Issoire (obvod)				https://ru.wikipedia.org/wiki/Иссуар_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Issoire	https://de.wikipedia.org/wiki/Arrondissement_Issoire	https://pl.wikipedia.org/wiki/Okręg_Issoire	https://es.wikipedia.org/wiki/Distrito_de_Issoire		https://it.wikipedia.org/wiki/Arrondissement_di_Issoire	https://nl.wikipedia.org/wiki/Arrondissement_Issoire				https://cs.wikipedia.org/wiki/Arrondissement_Issoire	https://ro.wikipedia.org/wiki/Arondismentul_Issoire			https://sk.wikipedia.org/wiki/Issoire_(obvod)			
14 4	28	14	4	14762	0		VIRE		Vire	20	/wiki/Arrondissement_de_Vire	Arrondissement de Vire	Arrondissement de Vire	48.84083333	-0.89638889	France	Normandie	Calvados	Vire-Normandie	None	73 617 hab. (2014)	61 hab./km2	1 212 km2	None	45	Вир (округ)		Arrondissement of Vire	Arrondissement Vire	Okręg Vire	Distrito de Vire		Arrondissement di Vire	Arrondissement Vire				Arrondissement Vire	Arondismentul Vire			Vire (obvod)				https://ru.wikipedia.org/wiki/Вир_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Vire	https://de.wikipedia.org/wiki/Arrondissement_Vire	https://pl.wikipedia.org/wiki/Okręg_Vire	https://es.wikipedia.org/wiki/Distrito_de_Vire		https://it.wikipedia.org/wiki/Arrondissement_di_Vire	https://nl.wikipedia.org/wiki/Arrondissement_Vire				https://cs.wikipedia.org/wiki/Arrondissement_Vire	https://ro.wikipedia.org/wiki/Arondismentul_Vire			https://sk.wikipedia.org/wiki/Vire_(obvod)			
